N°;Departamento;Municipio;Deporte 1;Deporte 2;Deporte 3;Deporte 4;Edad;Género;Grupo étnico;Condición de discapacidad;Grupo Vulnerable;Día inscripción;"Mes
inscripción";Año inscripción
23619;ATLANTICO;SANTA LUCIA;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Ningún;22;7;2021
23620;ATLANTICO;SANTA LUCIA;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;22;7;2021
23621;ATLANTICO;SANTA LUCIA;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ningún;Ninguna;Ningún;3;8;2021
23622;ATLANTICO;SANTA LUCIA;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ningún;Ninguna;Ningún;16;8;2021
23623;ATLANTICO;SANTA LUCIA;Boxeo;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Ningún;Ninguna;Ningún;13;8;2021
23624;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Indigena;Ninguna;Ningún;30;6;2021
23625;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Indigena;Ninguna;Ningún;30;6;2021
23626;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Indigena;Ninguna;Ningún;30;6;2021
23627;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Indigena;Ninguna;Ningún;30;6;2021
23628;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Indigena;Ninguna;Ningún;30;6;2021
23629;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Indigena;Ninguna;Ningún;30;6;2021
23630;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Indigena;Ninguna;Ningún;30;6;2021
23631;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Indigena;Ninguna;Ningún;30;6;2021
23632;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Indigena;Ninguna;Ningún;30;6;2021
23633;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Indigena;Ninguna;Ningún;30;6;2021
23634;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Indigena;Ninguna;Ningún;7;7;2021
23635;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Indigena;Ninguna;Ningún;8;7;2021
23636;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Indigena;Ninguna;Ningún;9;7;2021
23637;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Indigena;Ninguna;Ningún;6;7;2021
23638;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Indigena;Ninguna;Ningún;6;7;2021
23639;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Indigena;Ninguna;Ningún;9;7;2021
23640;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ningún;Ninguna;Ningún;13;7;2021
23641;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Femenino;Indigena;Ninguna;Ningún;15;7;2021
23642;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Indigena;Ninguna;Ningún;29;7;2021
23643;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Indigena;Ninguna;Ningún;29;7;2021
23644;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Indigena;Ninguna;Ningún;30;7;2021
23645;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Indigena;Ninguna;Ningún;31;7;2021
23646;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Indigena;Ninguna;Ningún;6;8;2021
23647;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Indigena;Ninguna;Ningún;6;8;2021
23648;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;13;8;2021
23649;ATLANTICO;TUBARÀ;VOLEIBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;13;8;2021
23650;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23651;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23652;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23653;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Indigena;Ninguna;Ningún;18;8;2021
23654;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23655;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23656;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Indigena;Ninguna;Ningún;18;8;2021
23657;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23658;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23659;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23660;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23661;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23662;BOLIVAR;CANTAGALLO;Patinaje;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Indigena;Ninguna;Ningún;18;8;2021
23663;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;17;8;2021
23664;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;18;8;2021
23665;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Ningún;18;8;2021
23666;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;18;8;2021
23667;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;18;8;2021
23668;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;19;8;2021
23669;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;19;8;2021
23670;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;19;8;2021
23671;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;20;8;2021
23672;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Ningún;20;8;2021
23673;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;23;8;2021
23674;BOLIVAR;CORDOBA TETON;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;23;8;2021
23675;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23676;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23677;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23678;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23679;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23680;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23681;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23682;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23683;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23684;BOLIVAR;EL CARMEN DE BOLIVAR;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Campesino Victima del Conflicto;23;8;2021
23685;BOLIVAR;GUAMO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Raizal;Ninguna;Ningún;22;8;2021
23686;BOLIVAR;GUAMO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Raizal;Ninguna;Ningún;22;8;2021
23687;BOLIVAR;GUAMO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Raizal;Ninguna;Ningún;22;8;2021
23688;BOLIVAR;GUAMO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Raizal;Ninguna;Ningún;22;8;2021
23689;BOLIVAR;GUAMO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Raizal;Ninguna;Ningún;22;8;2021
23690;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23691;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Femenino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23692;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23693;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;10;Femenino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23694;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23695;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23696;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23697;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23698;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23699;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23700;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23701;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23702;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23703;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23704;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23705;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23706;BOLIVAR;MARIA LA BAJA;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Afro;Ninguna;Victima del Conflicto;9;8;2021
23707;BOLIVAR;MOMPOX;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Campesino;11;8;2021
23708;BOLIVAR;MOMPOX;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Campesino;11;8;2021
23709;BOLIVAR;MOMPOX;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Campesino;11;8;2021
23710;BOLIVAR;MOMPOX;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Campesino;11;8;2021
23711;BOLIVAR;MOMPOX;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Campesino;11;8;2021
23712;BOLIVAR;MOMPOX;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Campesino;11;8;2021
23713;BOLIVAR;MOMPOX;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Campesino;11;8;2021
23714;BOLIVAR;MOMPOX;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Campesino;11;8;2021
23715;BOLIVAR;PINILLLOS;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;18;8;2021
23716;BOLIVAR;PINILLLOS;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;10;8;2021
23717;BOLIVAR;PINILLLOS;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;11;8;2021
23718;BOLIVAR;PINILLLOS;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;11;8;2021
23719;BOLIVAR;PINILLLOS;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23720;BOLIVAR;PINILLLOS;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;11;8;2021
23721;BOLIVAR;PINILLLOS;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;9;8;2021
23722;BOLIVAR;PINILLLOS;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;10;8;2021
23723;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Victima del Conflicto;17;8;2021
23724;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Victima del Conflicto;17;8;2021
23725;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Victima del Conflicto;17;8;2021
23726;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Victima del Conflicto;17;8;2021
23727;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Victima del Conflicto;17;8;2021
23728;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Victima del Conflicto;18;8;2021
23729;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Victima del Conflicto;17;8;2021
23730;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Victima del Conflicto;17;8;2021
23731;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Victima del Conflicto;17;8;2021
23732;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Victima del Conflicto;18;8;2021
23733;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Victima del Conflicto;18;8;2021
23734;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;11;8;2021
23735;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;11;8;2021
23736;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;9;8;2021
23737;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;9;8;2021
23738;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ningún;Ninguna;Ningún;11;8;2021
23739;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;11;8;2021
23740;BOLIVAR;SAN JACINTO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;11;8;2021
23741;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23742;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23743;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23744;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23745;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ningún;Ninguna;Ningún;12;8;2021
23746;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23747;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23748;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23749;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23750;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Ningún;12;8;2021
23751;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ningún;Ninguna;Ningún;12;8;2021
23752;BOLIVAR;SAN JUAN NEPOMUCENO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Femenino;Ningún;Ninguna;Ningún;12;8;2021
23753;BOLIVAR;ZAMBRANO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Victima del Conflicto;13;8;2021
23754;BOLIVAR;ZAMBRANO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;6;Masculino;Ningún;Ninguna;Ningún;13;8;2021
23755;BOLIVAR;ZAMBRANO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;9;Masculino;Ningún;Ninguna;Victima del Conflicto;13;8;2021
23756;BOLIVAR;ZAMBRANO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Victima del Conflicto;13;8;2021
23757;BOLIVAR;ZAMBRANO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;8;Masculino;Ningún;Ninguna;Victima del Conflicto;13;8;2021
23758;BOLIVAR;ZAMBRANO;FUTBOL;NO INSCRIBIÓ;NO INSCRIBIÓ;NO INSCRIBIÓ;7;Femenino;Ningún;Ninguna;Victima del Conflicto;13;9;2021
